sim_time_sec,elapsed_time_sec,global_x,global_y,global_z,global_qx,global_qy,global_qz,global_qw,roll,pitch,yaw,global_vx,global_vy,global_vz,imu_angular_velocity_x,imu_angular_velocity_y,imu_angular_velocity_z,imu_linear_acceleration_x,imu_linear_acceleration_y,imu_linear_acceleration_z,imu_angular_acceleration_x,imu_angular_acceleration_y,imu_angular_acceleration_z
299.500000000,299.500000000,-532.285455947,162.322894740,-0.110105020,-0.004235849,0.001037409,0.496671204,0.867927817,-0.006322476,0.006008477,1.039510409,-0.001177247,0.000471307,-0.063731649,-0.000250000,-0.010250000,1.283750000,-0.055000000,-0.045000000,9.810000000,0.541666667,-1.020833333,214.125000000
299.600000000,299.600000000,-532.284974600,162.323837162,-0.116725554,-0.004250336,0.000838296,0.496672872,0.867927007,-0.006545397,0.005677243,1.039514523,0.010379588,0.019261997,-0.063294178,0.006750000,0.001750000,-1.271750000,0.185000000,-0.110000000,9.810000000,0.187500000,0.312500000,1.625000000
299.700000000,299.700000000,-532.282984689,162.327620090,-0.123459493,-0.003971022,0.000618093,0.496675190,0.867927188,-0.006279254,0.005017558,1.039521193,0.023803149,0.045565117,-0.061572196,0.006500000,-0.007750000,-1.282250000,0.215000000,-0.100000000,9.740000000,-0.375000000,-0.479166667,-213.750000000
299.800000000,299.800000000,-532.280166584,162.332962394,-0.129012281,-0.003577532,0.000567170,0.496677282,0.867927737,-0.005646766,0.004538298,1.039527220,0.035058304,0.065828332,-0.059542167,0.009250000,0.008000000,1.271000000,0.215000000,-0.035000000,9.800000000,1.562500000,-0.291666667,-1.500000000
299.900000000,299.900000000,-532.275910230,162.340754891,-0.134834357,-0.003275796,0.000665567,0.496680507,0.867927013,-0.005025226,0.004409389,1.039535271,0.047581432,0.085760725,-0.057382813,0.006500000,0.006000000,1.276750000,0.260000000,-0.050000000,9.805000000,2.395833333,0.604166667,213.416666667
300.000000000,300.000000000,-532.270416931,162.350468515,-0.140457806,-0.003245853,0.000903181,0.496684917,0.867924387,-0.004737189,0.004792138,1.039545264,0.059697412,0.104685266,-0.055467860,-0.010250000,0.015750000,-1.275750000,0.220000000,-0.045000000,9.795000000,-0.125000000,-0.062500000,0.604166667
300.100000000,300.100000000,-532.264068201,162.361575152,-0.145650394,-0.003344725,0.001269478,0.496689788,0.867920766,-0.004544925,0.005526222,1.039556108,0.070181894,0.122954681,-0.053018697,-0.001500000,0.003500000,-1.275250000,0.200000000,-0.015000000,9.835000000,0.166666667,-0.562500000,-212.604166667
300.200000000,300.200000000,-532.258049276,162.372179673,-0.149730178,-0.003360275,0.001674863,0.496693556,0.867917862,-0.004169193,0.006245381,1.039565073,0.078215269,0.138315117,-0.049581948,0.006250000,-0.007250000,1.295750000,0.105000000,-0.065000000,9.885000000,0.520833333,-0.145833333,1.645833333
300.300000000,300.300000000,-532.256769323,162.374447577,-0.150507403,-0.003347979,0.001763775,0.496694235,0.867917345,-0.004059519,0.006387509,1.039566819,0.012307241,0.021806768,-0.007473308,0.006750000,0.014000000,1.265250000,0.055000000,-0.005000000,9.910000000,0.312500000,0.416666667,213.062500000
300.400000000,300.400000000,-532.237353329,162.408889812,-0.158987871,-0.002860084,0.002865223,0.496701237,0.867912145,-0.002118350,0.007814818,1.039588826,0.101617483,0.178974878,-0.031717137,-0.004000000,-0.007750000,-1.285250000,0.090000000,0.045000000,9.865000000,-0.958333333,0.520833333,-0.625000000
300.500000000,300.500000000,-532.226125535,162.428516477,-0.161717287,-0.002654591,0.003207045,0.496704545,0.867909709,-0.001422032,0.008204037,1.039599434,0.112107350,0.195150102,-0.022674042,0.000750000,0.012500000,-1.285750000,0.105000000,0.015000000,9.895000000,0.041666667,0.437500000,-214.333333333
300.600000000,300.600000000,-532.214379557,162.448911895,-0.163525874,-0.002516703,0.003492189,0.496707358,0.867907409,-0.000899371,0.008562028,1.039608584,0.120810903,0.209722079,-0.015191739,0.009500000,0.011750000,1.276500000,0.065000000,-0.070000000,9.865000000,0.333333333,0.645833333,-0.625000000
300.700000000,300.700000000,-532.202362005,162.469818483,-0.164611353,-0.002351303,0.003860415,0.496708939,0.867905409,-0.000246422,0.009036900,1.039616052,0.127926986,0.222952978,-0.008806086,0.015250000,0.002500000,1.270000000,0.080000000,0.020000000,9.880000000,1.145833333,0.687500000,210.791666667
300.800000000,300.800000000,-532.189147789,162.492891273,-0.165088329,-0.002124524,0.004396451,0.496708791,0.867903528,0.000679781,0.009742084,1.039622088,0.134966788,0.235768119,-0.001995994,0.004000000,0.022250000,-1.282250000,0.080000000,0.030000000,9.855000000,0.895833333,0.791666667,-0.083333333
300.900000000,300.900000000,-532.175785814,162.516189895,-0.164862810,-0.001934756,0.004994198,0.496707317,0.867901582,0.001603045,0.010591156,1.039626641,0.142010848,0.247113622,0.005302835,0.010500000,0.012750000,-1.300000000,0.005000000,0.060000000,9.950000000,0.729166667,-1.729166667,-213.770833333
301.000000000,301.000000000,-532.159328287,162.544693774,-0.163661638,-0.001841123,0.005659418,0.496704916,0.867899077,0.002426471,0.011652861,1.039630611,0.150346335,0.259566485,0.014562436,0.013500000,0.041500000,1.275500000,-0.030000000,0.045000000,9.870000000,-1.062500000,2.812500000,0.437500000
301.100000000,301.100000000,-532.145139668,162.569133961,-0.161893613,-0.001829459,0.006126020,0.496702747,0.867897175,0.002910286,0.012451227,1.039632716,0.156486725,0.269334691,0.022012198,-0.001750000,0.010000000,1.264750000,-0.010000000,0.020000000,9.880000000,-0.083333333,0.291666667,212.333333333
301.200000000,301.200000000,-532.127805160,162.598978290,-0.158955410,-0.001760908,0.006597111,0.496699541,0.867895698,0.003497307,0.013200876,1.039633583,0.163279384,0.281335060,0.030863023,-0.001750000,0.008000000,-1.268250000,-0.070000000,0.020000000,9.895000000,1.604166667,0.333333333,0.375000000
301.300000000,301.300000000,-532.111172147,162.627664824,-0.155467624,-0.001592314,0.006985560,0.496695524,0.867895283,0.004175873,0.013707689,1.039632559,0.168699918,0.291060320,0.037936725,-0.001750000,0.005000000,-1.275750000,-0.040000000,0.025000000,9.870000000,-0.729166667,-1.875000000,-213.500000000
301.400000000,301.400000000,-532.096087686,162.653664578,-0.151842047,-0.001417305,0.007285980,0.496691551,0.867895390,0.004778115,0.014055325,1.039630516,0.173256316,0.298335892,0.043352509,-0.013750000,0.009000000,1.281750000,-0.060000000,0.065000000,9.860000000,-0.812500000,0.270833333,1.166666667
301.500000000,301.500000000,-532.078441718,162.683969035,-0.147158356,-0.001287078,0.007568362,0.496687031,0.867895764,0.005284689,0.014416147,1.039626811,0.178556462,0.306071707,0.049034448,0.003000000,-0.001250000,1.273500000,-0.050000000,0.110000000,9.835000000,-0.312500000,0.187500000,213.437500000
301.600000000,301.600000000,-532.060291819,162.715006986,-0.141967514,-0.001262880,0.007801155,0.496682581,0.867896284,0.005557934,0.014796228,1.039621596,0.183361100,0.313207838,0.053676037,0.003750000,0.005000000,-1.274500000,-0.050000000,0.055000000,9.820000000,0.520833333,0.520833333,0.062500000
301.700000000,301.700000000,-532.041704100,162.746742924,-0.136378092,-0.001285452,0.008019173,0.496677900,0.867896943,0.005735306,0.015197128,1.039615277,0.187472432,0.320103092,0.057239473,0.005750000,0.011500000,-1.278750000,-0.045000000,0.075000000,9.835000000,0.333333333,1.125000000,-213.562500000
301.800000000,301.800000000,-532.022733568,162.779155445,-0.130485654,-0.001284235,0.008233379,0.496672746,0.867897889,0.005950177,0.015567782,1.039608125,0.191182531,0.326755505,0.059956354,-0.013500000,0.011250000,1.268250000,-0.105000000,0.075000000,9.830000000,-0.958333333,1.125000000,-0.458333333
301.900000000,301.900000000,-532.003391260,162.812206716,-0.124357277,-0.001257267,0.008403832,0.496667410,0.867899348,0.006166270,0.015836909,1.039599925,0.194939513,0.332943472,0.062102433,0.018500000,0.024250000,1.270250000,-0.120000000,0.100000000,9.850000000,1.729166667,2.770833333,212.750000000
302.000000000,302.000000000,-531.983664378,162.845842272,-0.118046506,-0.001254790,0.008470803,0.496662639,0.867901431,0.006237029,0.015950735,1.039590490,0.198810153,0.338563525,0.063688359,-0.013000000,0.002750000,-1.290750000,-0.120000000,0.090000000,9.790000000,-0.770833333,-0.083333333,-0.041666667
302.100000000,302.100000000,-531.964373812,162.878635459,-0.111883888,-0.001300573,0.008415800,0.496659081,0.867903935,0.006102831,0.015900766,1.039580602,0.202276307,0.343542429,0.064394309,0.001750000,0.004750000,-1.273250000,-0.115000000,0.100000000,9.775000000,0.541666667,0.416666667,-211.437500000
302.200000000,302.200000000,-531.943135918,162.914680404,-0.105207486,-0.001372769,0.008257045,0.496655970,0.867907129,0.005819698,0.015696928,1.039569185,0.205428070,0.348605255,0.063861418,-0.007000000,-0.000750000,1.288000000,-0.115000000,0.040000000,9.825000000,-1.291666667,0.166666667,0.375000000
302.300000000,302.300000000,-531.922439800,162.949815309,-0.098925778,-0.001422457,0.008058149,0.496653090,0.867910566,0.005535763,0.015401050,1.039557724,0.207939486,0.353122821,0.061943876,0.008000000,-0.014250000,1.278250000,-0.095000000,0.045000000,9.865000000,0.250000000,-0.375000000,212.916666667
302.400000000,302.400000000,-531.898973588,162.989666573,-0.092209829,-0.001463554,0.007806677,0.496649783,0.867914689,0.005214499,0.015005370,1.039544381,0.210618375,0.357608995,0.058413984,0.005000000,-0.002000000,-1.265250000,-0.140000000,0.090000000,9.735000000,0.875000000,-0.291666667,1.395833333
302.500000000,302.500000000,-531.880322462,163.021306319,-0.087255165,-0.001525203,0.007574621,0.496647334,0.867918040,0.004876872,0.014663803,1.039533435,0.212783244,0.360721257,0.054905006,-0.019000000,-0.005750000,-1.278250000,-0.110000000,0.035000000,9.765000000,-1.645833333,0.291666667,-213.125000000
302.600000000,302.600000000,-531.858901545,163.057577590,-0.082034611,-0.001651132,0.007256480,0.496645154,0.867921776,0.004342139,0.014236648,1.039521092,0.215135214,0.364016065,0.050326676,0.005250000,-0.009750000,1.300250000,-0.135000000,0.045000000,9.785000000,1.270833333,-0.437500000,2.729166667
302.700000000,302.700000000,-531.837263446,163.094172264,-0.077308163,-0.001810168,0.006882970,0.496643315,0.867925553,0.003694937,0.013746260,1.039508634,0.217159755,0.367228648,0.045138185,0.005250000,0.003750000,1.287500000,-0.115000000,0.090000000,9.790000000,1.562500000,1.562500000,212.875000000
302.800000000,302.800000000,-531.815442700,163.131083310,-0.073139795,-0.001953688,0.006469640,0.496641451,0.867929488,0.003035124,0.013171328,1.039496083,0.218868265,0.370347571,0.039291451,-0.008500000,-0.010250000,-1.285750000,-0.105000000,0.070000000,9.780000000,0.562500000,-1.583333333,-1.458333333
302.900000000,302.900000000,-531.794342774,163.166799129,-0.069724185,-0.002059888,0.006042332,0.496639626,0.867933367,0.002426226,0.012535055,1.039484280,0.220422457,0.373163603,0.032938985,-0.012000000,0.005250000,-1.280000000,-0.105000000,0.020000000,9.745000000,-0.854166667,1.395833333,-212.041666667
303.000000000,303.000000000,-531.772208080,163.204264137,-0.066833276,-0.002162536,0.005560506,0.496637720,0.867937428,0.001769347,0.011800611,1.039472170,0.222015190,0.375674949,0.025925038,-0.005000000,-0.003750000,1.282250000,-0.085000000,0.035000000,9.705000000,0.708333333,-0.125000000,0.541666667
303.100000000,303.100000000,-531.749022885,163.243473084,-0.064597499,-0.002295273,0.005019959,0.496635957,0.867941391,0.001001920,0.010994112,1.039460240,0.223547868,0.377910778,0.018349353,-0.019250000,-0.007500000,1.274500000,-0.075000000,0.035000000,9.745000000,-0.958333333,-1.333333333,212.166666667
303.200000000,303.200000000,-531.726590903,163.281385656,-0.063224785,-0.002448766,0.004483006,0.496634138,0.867944952,0.000202050,0.010214464,1.039449071,0.224785713,0.379924266,0.010610384,0.003750000,0.005250000,-1.275250000,-0.065000000,0.030000000,9.745000000,0.312500000,1.625000000,0.729166667
303.300000000,303.300000000,-531.701343417,163.324079786,-0.062622905,-0.002617490,0.003898858,0.496631889,0.867948567,-0.000671129,0.009368012,1.039437400,0.225825843,0.382071498,0.001701030,-0.009750000,-0.007000000,-1.282250000,-0.125000000,-0.015000000,9.725000000,1.333333333,0.000000000,-214.541666667
303.400000000,303.400000000,-531.682338338,163.356252672,-0.062829874,-0.002727230,0.003485799,0.496629938,0.867951102,-0.001271949,0.008759967,1.039429067,0.226535361,0.383647421,-0.005341209,-0.007000000,-0.006000000,1.274750000,-0.070000000,0.000000000,9.705000000,-0.125000000,0.187500000,0.229166667
303.500000000,303.500000000,-531.659637583,163.394709288,-0.063805863,-0.002847402,0.003016681,0.496627545,0.867953843,-0.001946557,0.008064964,1.039419912,0.227350604,0.385200301,-0.012885229,-0.005250000,-0.002500000,1.267500000,-0.060000000,0.005000000,9.745000000,0.687500000,-0.312500000,210.604166667
303.600000000,303.600000000,-531.633197665,163.439509066,-0.065897161,-0.002994789,0.002487968,0.496624747,0.867956624,-0.002727598,0.007293533,1.039410196,0.228326034,0.386892466,-0.021582952,-0.014750000,-0.002500000,-1.281750000,-0.050000000,0.005000000,9.740000000,-0.958333333,0.333333333,-0.062500000
303.700000000,303.700000000,-531.613070062,163.473620672,-0.068133917,-0.003112045,0.002099234,0.496622599,0.867958468,-0.003317279,0.006735170,1.039403411,0.228951996,0.388091661,-0.027786057,-0.002000000,0.003000000,-1.272000000,-0.035000000,-0.030000000,9.770000000,0.166666667,1.958333333,-211.541666667
303.800000000,303.800000000,-531.591062015,163.510951634,-0.071173324,-0.003227496,0.001703377,0.496620348,0.867960202,-0.003910897,0.006162647,1.039396903,0.229427801,0.389358010,-0.034141790,0.011000000,0.002250000,1.264000000,-0.050000000,-0.060000000,9.740000000,1.562500000,1.062500000,-0.458333333
303.900000000,303.900000000,-531.564420669,163.556214545,-0.075621521,-0.003331861,0.001288000,0.496617680,0.867962050,-0.004504656,0.005545222,1.039389995,0.229827741,0.390760880,-0.041217741,-0.003500000,0.008750000,1.272750000,-0.060000000,0.010000000,9.750000000,1.020833333,1.166666667,213.041666667
304.000000000,304.000000000,-531.543259771,163.592219318,-0.079700831,-0.003394409,0.001014895,0.496615555,0.867963386,-0.004884503,0.005133239,1.039384932,0.230136792,0.391716038,-0.046275953,0.011750000,0.000750000,-1.270000000,-0.030000000,-0.055000000,9.810000000,2.291666667,0.520833333,-0.666666667
304.100000000,304.100000000,-531.518381335,163.634587985,-0.085036450,-0.003466456,0.000755943,0.496613392,0.867964603,-0.005266783,0.004755259,1.039379983,0.230505831,0.392687505,-0.051427328,-0.001000000,-0.007250000,-1.276500000,-0.010000000,-0.080000000,9.775000000,-0.645833333,-0.229166667,-212.875000000
304.200000000,304.200000000,-531.498082320,163.669184023,-0.089753595,-0.003529151,0.000594907,0.496611908,0.867965324,-0.005535570,0.004537970,1.039376653,0.230761922,0.393418647,-0.054883284,-0.010000000,-0.003250000,1.261500000,-0.035000000,-0.060000000,9.715000000,-1.291666667,-0.666666667,-1.354166667
304.300000000,304.300000000,-531.474995198,163.708576012,-0.095432190,-0.003592077,0.000473615,0.496610467,0.867965965,-0.005765285,0.004389903,1.039373421,0.230926964,0.394255741,-0.057926489,-0.018250000,-0.012750000,1.266750000,-0.030000000,-0.015000000,9.810000000,-0.770833333,-2.729166667,211.833333333
304.400000000,304.400000000,-531.451896334,163.748050965,-0.101357326,-0.003630665,0.000424232,0.496609184,0.867966564,-0.005881326,0.004342496,1.039370483,0.231021664,0.395076104,-0.060006048,0.005500000,-0.020250000,-1.287250000,-0.045000000,-0.075000000,9.745000000,0.937500000,-1.395833333,0.583333333
304.500000000,304.500000000,-531.428787713,163.787604412,-0.107432641,-0.003643046,0.000444878,0.496608143,0.867967098,-0.005882318,0.004390625,1.039368002,0.231137830,0.395827115,-0.061123026,-0.015750000,-0.002250000,-1.281000000,-0.040000000,-0.100000000,9.760000000,-2.125000000,0.312500000,-211.416666667
304.600000000,304.600000000,-531.402888783,163.831986692,-0.114296480,-0.003640215,0.000541223,0.496607245,0.867967569,-0.005781718,0.004555058,1.039365721,0.231324863,0.396589099,-0.061213485,-0.004250000,0.001000000,1.260750000,-0.055000000,-0.080000000,9.775000000,0.875000000,0.291666667,0.145833333
304.700000000,304.700000000,-531.379746537,163.871678505,-0.120371767,-0.003632738,0.000687548,0.496606690,0.867967814,-0.005623412,0.004801642,1.039364183,0.231485791,0.397162059,-0.060278628,-0.013750000,0.002750000,1.255000000,-0.045000000,-0.010000000,9.815000000,-1.458333333,-0.395833333,210.958333333
304.800000000,304.800000000,-531.356591969,163.911427736,-0.126297610,-0.003615996,0.000894619,0.496606181,0.867967986,-0.005388689,0.005144476,1.039362767,0.231580362,0.397729216,-0.058389673,-0.009000000,0.011000000,-1.287750000,-0.065000000,-0.050000000,9.835000000,-2.000000000,0.666666667,0.354166667
304.900000000,304.900000000,-531.334357416,163.949639506,-0.131760061,-0.003582995,0.001155069,0.496605626,0.867968133,-0.005072723,0.005563825,1.039361407,0.231634119,0.398265919,-0.055660282,0.018250000,0.009000000,-1.263500000,-0.060000000,-0.105000000,9.810000000,1.729166667,0.479166667,-211.791666667
305.000000000,305.000000000,-531.313043736,163.986304734,-0.136713902,-0.003535033,0.001459358,0.496604931,0.867968269,-0.004687247,0.006044419,1.039360011,0.231704707,0.398714462,-0.052506007,0.010500000,0.013500000,1.274750000,-0.065000000,-0.065000000,9.810000000,0.958333333,0.541666667,1.333333333
305.100000000,305.100000000,-531.287082116,164.030995005,-0.142278802,-0.003464916,0.001889636,0.496603822,0.867968356,-0.004138179,0.006721720,1.039358258,0.231894716,0.399238177,-0.047393898,0.002250000,0.024750000,1.278500000,-0.095000000,-0.035000000,9.860000000,0.541666667,2.125000000,212.104166667
305.200000000,305.200000000,-531.266666800,164.066146949,-0.146225662,-0.003407513,0.002263191,0.496602635,0.867968369,-0.003667520,0.007313182,1.039356681,0.232064637,0.399596923,-0.043055871,0.000750000,0.005000000,-1.275750000,-0.070000000,-0.005000000,9.840000000,0.562500000,-0.375000000,-0.437500000
305.300000000,305.300000000,-531.243447560,164.106131783,-0.150189009,-0.003338967,0.002718108,0.496600933,0.867968304,-0.003096710,0.008034817,1.039354762,0.232275816,0.400016351,-0.037266929,-0.001250000,0.008750000,-1.275500000,-0.065000000,-0.070000000,9.845000000,-0.854166667,-0.708333333,-211.375000000
